date,family,sales,transactions,holiday_count,holiday_Additional,holiday_Bridge,holiday_Event,holiday_Holiday,holiday_Transfer,holiday_Work Day,year,month,quarter,sales_lag_1,sales_lag_2,sales_lag_3,sales_lag_6,sales_lag_12,rolling_mean_3,rolling_mean_6,rolling_mean_12,rolling_std_3,rolling_std_6
2015-12-01,AUTOMOTIVE,12667.0,3149888.0,10.0,7.0,0.0,0.0,3.0,0.0,0.0,2015,12,4,11777.0,13483.0,9699.0,9783.0,10709.0,11653.0,11075.5,10449.083333333334,1895.0451181963974,1423.4372132271926
2016-01-01,AUTOMOTIVE,12119.0,2371205.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2016,1,1,12667.0,11777.0,13483.0,10555.0,9103.0,12642.333333333334,11556.166666666666,10612.25,853.2674453729801,1386.141467046803
2016-02-01,AUTOMOTIVE,12185.0,2465798.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2016,2,1,12119.0,12667.0,11777.0,11156.0,9194.0,12187.666666666666,11816.833333333334,10863.583333333334,448.95582559237596,1304.891170430187
2016-03-01,AUTOMOTIVE,12058.0,2607658.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2016,3,1,12185.0,12119.0,12667.0,9699.0,11554.0,12323.666666666666,11988.333333333334,11112.833333333334,299.161049158028,1267.7600193517162
2016-04-01,AUTOMOTIVE,11631.0,2631797.0,18.0,0.0,0.0,14.0,4.0,0.0,0.0,2016,4,2,12058.0,12185.0,12119.0,13483.0,9047.0,12120.666666666666,12381.5,11154.833333333334,63.5164020811307,611.9482821284805
2016-05-01,AUTOMOTIVE,11839.0,2666157.0,17.0,1.0,0.0,13.0,3.0,1.0,0.0,2016,5,2,11631.0,12058.0,12185.0,11777.0,9329.0,11958.0,12072.833333333334,11370.166666666666,290.2223285689758,360.7494513740324
2016-06-01,AUTOMOTIVE,9936.0,2491063.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2016,6,2,11839.0,11631.0,12058.0,12667.0,9783.0,11842.666666666666,12083.166666666666,11579.333333333334,213.52361305797507,351.3462205100053
2016-07-01,AUTOMOTIVE,11549.0,2594087.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,2016,7,3,9936.0,11839.0,11631.0,12119.0,10555.0,11135.333333333334,11628.0,11592.083333333334,1043.846891710337,853.6537939937937
2016-08-01,AUTOMOTIVE,10792.0,2536111.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,2016,8,3,11549.0,9936.0,11839.0,12185.0,11156.0,11108.0,11533.0,11674.916666666666,1025.2867891473093,819.1012147469922
2016-09-01,AUTOMOTIVE,9058.0,2436974.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2016,9,3,10792.0,11549.0,9936.0,12058.0,9699.0,10759.0,11300.833333333334,11644.583333333334,807.0061957630803,794.3806182597012
2016-10-01,AUTOMOTIVE,10728.0,2526000.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2016,10,4,9058.0,10792.0,11549.0,11631.0,13483.0,10466.333333333334,10800.833333333334,11591.166666666666,1277.0334112047865,1105.640342365756
2016-11-01,AUTOMOTIVE,10778.0,2529516.0,10.0,0.0,1.0,2.0,7.0,0.0,0.0,2016,11,4,10728.0,9058.0,10792.0,11839.0,11777.0,10192.666666666666,10650.333333333334,11361.583333333334,983.1710600568621,1028.8274231700216
2016-12-01,AUTOMOTIVE,12442.0,3195971.0,10.0,7.0,0.0,0.0,3.0,0.0,0.0,2016,12,4,10778.0,10728.0,9058.0,9936.0,12667.0,10188.0,10473.5,11278.333333333334,978.9279850938987,861.1828493415321
2017-01-01,AUTOMOTIVE,11134.0,2612848.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2017,1,1,12442.0,10778.0,10728.0,11549.0,12119.0,11316.0,10891.166666666666,11259.583333333334,975.4650173122561,1117.818664483049
2017-02-01,AUTOMOTIVE,11936.0,2448370.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2017,2,1,11134.0,12442.0,10778.0,10792.0,12185.0,11451.333333333334,10822.0,11177.5,876.2130638910457,1081.2133924438783
2017-03-01,AUTOMOTIVE,12794.0,2680645.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2017,3,1,11936.0,11134.0,12442.0,9058.0,12058.0,11837.333333333334,11012.666666666666,11156.75,659.5584381488371,1171.9287805437102
2017-04-01,AUTOMOTIVE,13169.0,2667808.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,2017,4,2,12794.0,11936.0,11134.0,10728.0,11631.0,11954.666666666666,11635.333333333334,11218.083333333334,830.1574147915164,882.4091265771629
2017-05-01,AUTOMOTIVE,11818.0,2801884.0,5.0,1.0,0.0,1.0,3.0,1.0,0.0,2017,5,2,13169.0,12794.0,11936.0,10778.0,11839.0,12633.0,12042.166666666666,11346.25,632.070407470561,941.172548827618
2017-06-01,AUTOMOTIVE,11956.0,2668863.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2017,6,2,11818.0,13169.0,12794.0,12442.0,9936.0,12593.666666666666,12215.5,11344.5,697.42406994119,734.9687748469388
2017-07-01,AUTOMOTIVE,12197.0,2784026.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,2017,7,3,11956.0,11818.0,13169.0,11134.0,11549.0,12314.333333333334,12134.5,11512.833333333334,743.3722710280052,731.7878791015943
2017-08-01,AUTOMOTIVE,6020.0,1335692.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,2017,8,3,12197.0,11956.0,11818.0,11936.0,10792.0,11990.333333333334,12311.666666666666,11566.833333333334,191.81849059288942,546.2866158589993
2014-01-01,BABY CARE,0.0,2393528.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2014,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-01,BABY CARE,0.0,2278167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-01,BABY CARE,72.0,2545427.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,2014,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-01,BABY CARE,0.0,2455666.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2014,4,2,72.0,0.0,0.0,0.0,0.0,24.0,12.0,6.0,41.569219381653056,29.393876913398138
2014-05-01,BABY CARE,0.0,2503262.0,5.0,1.0,0.0,1.0,3.0,0.0,0.0,2014,5,2,0.0,72.0,0.0,0.0,0.0,24.0,12.0,6.0,41.569219381653056,29.393876913398138
2014-06-01,BABY CARE,0.0,2399144.0,8.0,0.0,0.0,6.0,2.0,0.0,0.0,2014,6,2,0.0,0.0,72.0,0.0,0.0,24.0,12.0,6.0,41.569219381653056,29.393876913398138
2014-07-01,BABY CARE,163.0,2442341.0,11.0,1.0,0.0,7.0,3.0,0.0,0.0,2014,7,3,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,29.393876913398138
2014-08-01,BABY CARE,0.0,2537572.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,2014,8,3,163.0,0.0,0.0,0.0,0.0,54.333333333333336,39.166666666666664,19.583333333333332,94.108093877909,67.15479630426012
2014-09-01,BABY CARE,160.0,2449131.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2014,9,3,0.0,163.0,0.0,72.0,0.0,54.333333333333336,39.166666666666664,19.583333333333332,94.108093877909,67.15479630426012
2014-10-01,BABY CARE,50.0,2503310.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,2014,10,4,160.0,0.0,163.0,0.0,0.0,107.66666666666667,53.833333333333336,32.916666666666664,93.2541330630087,83.40363701102409
2014-11-01,BABY CARE,5.0,2450298.0,8.0,0.0,0.0,1.0,7.0,0.0,0.0,2014,11,4,50.0,160.0,0.0,0.0,0.0,70.0,62.166666666666664,37.083333333333336,81.8535277187245,79.3483879273339
2014-12-01,BABY CARE,169.0,3049083.0,11.0,5.0,1.0,1.0,4.0,0.0,1.0,2014,12,4,5.0,50.0,160.0,0.0,0.0,71.66666666666667,63.0,37.5,79.73915809270457,78.58753081755401
2015-01-01,BABY CARE,0.0,2489059.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2015,1,1,169.0,5.0,50.0,163.0,0.0,74.66666666666667,91.16666666666667,51.583333333333336,84.73684755366659,81.71515567302475
2015-02-01,BABY CARE,0.0,2345984.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2015,2,1,0.0,169.0,5.0,0.0,0.0,58.0,64.0,51.583333333333336,96.1613227862429,80.1373820385967
2015-03-01,BABY CARE,0.0,2625500.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2015,3,1,0.0,0.0,169.0,160.0,72.0,56.333333333333336,64.0,51.583333333333336,97.57219549304675,80.1373820385967
2015-04-01,BABY CARE,0.0,2533355.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2015,4,2,0.0,0.0,0.0,50.0,0.0,0.0,37.333333333333336,45.583333333333336,0.0,67.41414292762808
2015-05-01,BABY CARE,0.0,2673911.0,5.0,1.0,0.0,1.0,3.0,0.0,0.0,2015,5,2,0.0,0.0,0.0,5.0,0.0,0.0,29.0,45.583333333333336,0.0,68.61486719363378
2015-06-01,BABY CARE,207.0,2530903.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2015,6,2,0.0,0.0,0.0,169.0,0.0,0.0,28.166666666666668,45.583333333333336,0.0,68.99396108839285
2015-07-01,BABY CARE,301.0,2604784.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,2015,7,3,207.0,0.0,0.0,0.0,163.0,69.0,34.5,62.833333333333336,119.51150572225254,84.50739612601964
2015-08-01,BABY CARE,417.0,2675057.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,2015,8,3,301.0,207.0,0.0,0.0,0.0,169.33333333333334,84.66666666666667,74.33333333333333,153.994588649515,134.49113973294547
2015-09-01,BABY CARE,359.0,2545252.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2015,9,3,417.0,301.0,207.0,0.0,160.0,308.3333333333333,154.16666666666666,109.08333333333333,105.19188815366584,181.5129931070133
2015-10-01,BABY CARE,62.0,2610484.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2015,10,4,359.0,417.0,301.0,0.0,50.0,359.0,214.0,125.66666666666667,58.00000000000009,179.69084562102765
2015-11-01,BABY CARE,4.0,2528193.0,9.0,0.0,0.0,2.0,7.0,0.0,0.0,2015,11,4,62.0,359.0,417.0,0.0,5.0,279.3333333333333,224.33333333333334,126.66666666666667,190.43721625074585,166.19947853909366
2015-12-01,BABY CARE,179.0,3149888.0,10.0,7.0,0.0,0.0,3.0,0.0,0.0,2015,12,4,4.0,62.0,359.0,207.0,169.0,141.66666666666666,225.0,126.58333333333333,190.43721625074585,165.12419568312814
2016-01-01,BABY CARE,311.0,2371205.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2016,1,1,179.0,4.0,62.0,301.0,0.0,81.66666666666667,220.33333333333334,127.41666666666667,89.14220848359845,166.1272604561535
2016-02-01,BABY CARE,418.0,2465798.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2016,2,1,311.0,179.0,4.0,417.0,0.0,164.66666666666666,222.0,153.33333333333334,154.00108224727947,167.14544564540185
2016-03-01,BABY CARE,442.0,2607658.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2016,3,1,418.0,311.0,179.0,359.0,0.0,302.6666666666667,222.16666666666666,188.16666666666666,119.71772355559285,167.37911060424074
2016-04-01,BABY CARE,365.0,2631797.0,18.0,0.0,0.0,14.0,4.0,0.0,0.0,2016,4,2,442.0,418.0,311.0,62.0,0.0,390.3333333333333,236.0,225.0,69.74477280293745,183.59411755282355
2016-05-01,BABY CARE,455.0,2666157.0,17.0,1.0,0.0,13.0,3.0,1.0,0.0,2016,5,2,365.0,442.0,418.0,4.0,0.0,408.3333333333333,286.5,255.41666666666666,39.3996615890716,167.09129241226182
2016-06-01,BABY CARE,436.0,2491063.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2016,6,2,455.0,365.0,442.0,179.0,207.0,420.6666666666667,361.6666666666667,293.3333333333333,48.644972333565605,104.1953293898851
2016-07-01,BABY CARE,381.0,2594087.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,2016,7,3,436.0,455.0,365.0,311.0,301.0,418.6666666666667,404.5,312.4166666666667,47.43767841424539,55.55807772052579
2016-08-01,BABY CARE,457.0,2536111.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,2016,8,3,381.0,436.0,455.0,418.0,417.0,424.0,416.1666666666667,319.0833333333333,38.431757701151646,35.852010636317864
2016-09-01,BABY CARE,488.0,2436974.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2016,9,3,457.0,381.0,436.0,442.0,359.0,424.6666666666667,422.6666666666667,322.4166666666667,39.24708057083179,39.59124482340318
2016-10-01,BABY CARE,476.0,2526000.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2016,10,4,488.0,457.0,381.0,365.0,62.0,442.0,430.3333333333333,333.1666666666667,55.054518434003484,47.70604434101247
2016-11-01,BABY CARE,452.0,2529516.0,10.0,0.0,1.0,2.0,7.0,0.0,0.0,2016,11,4,476.0,488.0,457.0,455.0,4.0,473.6666666666667,448.8333333333333,367.6666666666667,15.631165450258736,37.79638430679113
2016-12-01,BABY CARE,485.0,3195971.0,10.0,7.0,0.0,0.0,3.0,0.0,0.0,2016,12,4,452.0,476.0,488.0,436.0,179.0,472.0,448.3333333333333,405.0,18.330302779824148,37.718253759508094
2017-01-01,BABY CARE,488.0,2612848.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2017,1,1,485.0,452.0,476.0,381.0,311.0,471.0,456.5,430.5,17.05872210923283,39.76304817289513
2017-02-01,BABY CARE,441.0,2448370.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2017,2,1,488.0,485.0,452.0,457.0,418.0,475.0,474.3333333333333,445.25,19.974984355438902,16.058227382455488
2017-03-01,BABY CARE,442.0,2680645.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2017,3,1,441.0,488.0,485.0,488.0,442.0,471.3333333333333,471.6666666666667,447.1666666666667,26.312227829155056,20.284641152030364
2017-04-01,BABY CARE,298.0,2667808.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,2017,4,2,442.0,441.0,488.0,476.0,365.0,457.0,464.0,447.1666666666667,26.85144316419563,21.531372459738332
2017-05-01,BABY CARE,279.0,2801884.0,5.0,1.0,0.0,1.0,3.0,1.0,0.0,2017,5,2,298.0,442.0,441.0,452.0,455.0,393.6666666666667,434.3333333333333,441.5833333333333,82.85127237003282,69.92758158742978
2017-06-01,BABY CARE,295.0,2668863.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2017,6,2,279.0,298.0,442.0,485.0,436.0,339.6666666666667,405.5,426.9166666666667,89.13098974730038,93.03493967322161
2017-07-01,BABY CARE,351.0,2784026.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,2017,7,3,295.0,279.0,298.0,488.0,381.0,290.6666666666667,373.8333333333333,415.1666666666667,10.214368964031308,92.89869033881294
2017-08-01,BABY CARE,143.0,1335692.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,2017,8,3,351.0,295.0,279.0,441.0,457.0,308.3333333333333,351.0,412.6666666666667,37.80652501002131,74.17546764261074
2014-01-01,BEAUTY,4133.0,2393528.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2014,1,1,4171.0,3446.0,3753.0,4780.0,4019.0,3790.0,4079.5,3947.6666666666665,363.9134512490571,572.7990048874038
2014-02-01,BEAUTY,3578.0,2278167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,2,1,4133.0,4171.0,3446.0,4720.0,3747.0,3916.6666666666665,3971.6666666666665,3957.1666666666665,408.0518757870539,465.37884209175945
2014-03-01,BEAUTY,5166.0,2545427.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,2014,3,1,3578.0,4133.0,4171.0,3607.0,3901.0,3960.6666666666665,3781.3333333333335,3943.0833333333335,331.94326824524285,303.478939412057
2014-04-01,BEAUTY,3879.0,2455666.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2014,4,2,5166.0,3578.0,4133.0,3753.0,3670.0,4292.333333333333,4041.1666666666665,4048.5,805.9009451125698,623.2698987330181
2014-05-01,BEAUTY,3622.0,2503262.0,5.0,1.0,0.0,1.0,3.0,0.0,0.0,2014,5,2,3879.0,5166.0,3578.0,3446.0,3716.0,4207.666666666667,4062.1666666666665,4065.9166666666665,843.4763383363718,613.6674723876658
2014-06-01,BEAUTY,3545.0,2399144.0,8.0,0.0,0.0,6.0,2.0,0.0,0.0,2014,6,2,3622.0,3879.0,5166.0,4171.0,3842.0,4222.333333333333,4091.5,4058.0833333333335,827.2800815523925,581.6977737622861
2014-07-01,BEAUTY,4996.0,2442341.0,11.0,1.0,0.0,7.0,3.0,0.0,0.0,2014,7,3,3545.0,3622.0,3879.0,4133.0,4780.0,3682.0,3987.1666666666665,4033.3333333333335,174.8971126119567,619.4983185341722
2014-08-01,BEAUTY,4975.0,2537572.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,2014,8,3,4996.0,3545.0,3622.0,3578.0,4720.0,4054.3333333333335,4131.0,4051.3333333333335,816.4155396201946,747.1599561004323
2014-09-01,BEAUTY,4990.0,2449131.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2014,9,3,4975.0,4996.0,3545.0,5166.0,3607.0,4505.333333333333,4363.833333333333,4072.5833333333335,831.739342181993,757.957628543091
2014-10-01,BEAUTY,5041.0,2503310.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,2014,10,4,4990.0,4975.0,4996.0,3879.0,3753.0,4987.0,4334.5,4187.833333333333,10.816653826451162,723.3186711263577
2014-11-01,BEAUTY,5222.0,2450298.0,8.0,0.0,0.0,1.0,7.0,0.0,0.0,2014,11,4,5041.0,4990.0,4975.0,3622.0,3446.0,5002.0,4528.166666666667,4295.166666666667,34.597687784030896,732.4712736119188
2014-12-01,BEAUTY,6460.0,3049083.0,11.0,5.0,1.0,1.0,4.0,0.0,1.0,2014,12,4,5222.0,5041.0,4990.0,3545.0,4171.0,5084.333333333333,4794.833333333333,4443.166666666667,121.91937226435611,619.0590978789231
2015-01-01,BEAUTY,4160.0,2489059.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2015,1,1,6460.0,5222.0,5041.0,4996.0,4133.0,5574.333333333333,5280.666666666667,4633.916666666667,772.3304560441306,584.9210772973266
2015-02-01,BEAUTY,4377.0,2345984.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2015,2,1,4160.0,6460.0,5222.0,4975.0,3578.0,5280.666666666667,5141.333333333333,4636.166666666667,1151.1217717224079,744.1826836648817
2015-03-01,BEAUTY,4249.0,2625500.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2015,3,1,4377.0,4160.0,6460.0,4990.0,5166.0,4999.0,5041.666666666667,4702.75,1269.906689485492,808.205089483273
2015-04-01,BEAUTY,3998.0,2533355.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2015,4,2,4249.0,4377.0,4160.0,5041.0,3879.0,4262.0,4918.166666666667,4626.333333333333,109.08253755758463,871.7929608953409
2015-05-01,BEAUTY,5042.0,2673911.0,5.0,1.0,0.0,1.0,3.0,0.0,0.0,2015,5,2,3998.0,4249.0,4377.0,5222.0,3622.0,4208.0,4744.333333333333,4636.25,192.79782156446132,943.4431973715564
2015-06-01,BEAUTY,5680.0,2530903.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2015,6,2,5042.0,3998.0,4249.0,6460.0,3545.0,4429.666666666667,4714.333333333333,4754.583333333333,544.9443396653782,927.9510044537188
2015-07-01,BEAUTY,4905.0,2604784.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,2015,7,3,5680.0,5042.0,3998.0,4160.0,4996.0,4906.666666666667,4584.333333333333,4932.5,849.1273952319139,646.4093646186337
2015-08-01,BEAUTY,6416.0,2675057.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,2015,8,3,4905.0,5680.0,5042.0,4377.0,4975.0,5209.0,4708.5,4924.916666666667,413.609719421584,619.5949483331824
2015-09-01,BEAUTY,6338.0,2545252.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2015,9,3,6416.0,4905.0,5680.0,4249.0,4990.0,5667.0,5048.333333333333,5045.0,755.5838801880315,898.0237561816865
2015-10-01,BEAUTY,7410.0,2610484.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2015,10,4,6338.0,6416.0,4905.0,3998.0,5041.0,5886.333333333333,5396.5,5157.333333333333,850.7539793226564,930.5073347373452
2015-11-01,BEAUTY,7884.0,2528193.0,9.0,0.0,0.0,2.0,7.0,0.0,0.0,2015,11,4,7410.0,6338.0,6416.0,5042.0,5222.0,6721.333333333333,5965.166666666667,5354.75,597.6766126705438,947.3445870783574
2015-12-01,BEAUTY,8266.0,3149888.0,10.0,7.0,0.0,0.0,3.0,0.0,0.0,2015,12,4,7884.0,7410.0,6338.0,5680.0,6460.0,7210.666666666667,6438.833333333333,5576.583333333333,792.0412447173032,1092.779285430806
2016-01-01,BEAUTY,7020.0,2371205.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2016,1,1,8266.0,7884.0,7410.0,4905.0,4160.0,7853.333333333333,6869.833333333333,5727.083333333333,428.8231958900254,1234.421065385172
